context,question,answers,topic_lda,question_class,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"Napoleon was crowned Emperor Napoleon I on 2 December 1804 at Notre Dame de Paris by Pope Pius VII. On 1 April 1810, Napoleon religiously married the Austrian princess Marie Louise. During his brother's rule in Spain, he abolished the Spanish Inquisition in 1813. In a private discussion with general Gourgaud during his exile on Saint Helena, Napoleon expressed materialistic views on the origin of man,[note 9]and doubted the divinity of Jesus, stating that it is absurd to believe that Socrates, Plato, Muslims, and the Anglicans should be damned for not being Roman Catholics.[note 10] He also said to Gourgaud in 1817 ""I like the Mohammedan religion best. It has fewer incredible things in it than ours."" and that ""the Mohammedan religion is the finest of all."" However, Napoleon was anointed by a priest before his death.",When was Napoleon crowned Emperor?,2 December 1804,0,NUM,When did Napoleon receive his imperial coronation?,9.0,1412.0,1499.0,1.0,0.5,0.6309297535714575,1.3703665733337402,1.1621451377868652,3.2090940475463867,"December 2, 1804",1.0
"In Western Europe, some of the older Roman elite families died out while others became more involved with Church than secular affairs. Values attached to Latin scholarship and education mostly disappeared, and while literacy remained important, it became a practical skill rather than a sign of elite status. In the 4th century, Jerome (d. 420) dreamed that God rebuked him for spending more time reading Cicero than the Bible. By the 6th century, Gregory of Tours (d. 594) had a similar dream, but instead of being chastised for reading Cicero, he was chastised for learning shorthand. By the late 6th century, the principal means of religious instruction in the Church had become music and art rather than the book. Most intellectual efforts went towards imitating classical scholarship, but some original works were created, along with now-lost oral compositions. The writings of Sidonius Apollinaris (d. 489), Cassiodorus (d. c. 585), and Boethius (d. c. 525) were typical of the age.",In what century did Gregory of Tours live?,6th,0,NUM,In which century did Gregory of Tours exist?,9.0,1647.0,1733.0,1.0,1.0,1.0,1.2229604721069336,1.8063092231750488,3.57021713256836,6th century,0.0
"The coronation of Charlemagne as emperor on Christmas Day 800 is regarded as a turning point in medieval history, marking a return of the Western Roman Empire, since the new emperor ruled over much of the area previously controlled by the western emperors. It also marks a change in Charlemagne's relationship with the Byzantine Empire, as the assumption of the imperial title by the Carolingians asserted their equivalence to the Byzantine state. There were several differences between the newly established Carolingian Empire and both the older Western Roman Empire and the concurrent Byzantine Empire. The Frankish lands were rural in character, with only a few small cities. Most of the people were peasants settled on small farms. Little trade existed and much of that was with the British Isles and Scandinavia, in contrast to the older Roman Empire with its trading networks centred on the Mediterranean. The empire was administered by an itinerant court that travelled with the emperor, as well as approximately 300 imperial officials called counts, who administered the counties the empire had been divided into. Clergy and local bishops served as officials, as well as the imperial officials called missi dominici, who served as roving inspectors and troubleshooters.",On what date did Charlemagne assume the imperial title?,Christmas Day 800,0,NUM,What day did Charlemagne take on the title of emperor?,12.0,1575.0,1671.0,1.0,1.0,1.0,1.0894067287445068,1.6085283756256104,3.23551869392395,"December 25, 800",1.0
"The Rohingya people have consistently faced human rights abuses by the Burmese regime that has refused to acknowledge them as Burmese citizens (despite some of them having lived in Burma for over three generations)—the Rohingya have been denied Burmese citizenship since the enactment of a 1982 citizenship law. The law created three categories of citizenship: citizenship, associate citizenship, and naturalised citizenship. Citizenship is given to those who belong to one of the national races such as Kachin, Kayah (Karenni), Karen, Chin, Burman, Mon, Rakhine, Shan, Kaman, or Zerbadee. Associate citizenship is given to those who cannot prove their ancestors settled in Myanmar before 1823, but can prove they have one grandparent, or pre-1823 ancestor, who was a citizen of another country, as well as people who applied for citizenship in 1948 and qualified then by those laws. Naturalized citizenship is only given to those who have at least one parent with one of these types of Burmese citizenship or can provide ""conclusive evidence"" that their parents entered and resided in Burma prior to independence in 1948. The Burmese regime has attempted to forcibly expel Rohingya and bring in non-Rohingyas to replace them—this policy has resulted in the expulsion of approximately half of the 800,000 Rohingya from Burma, while the Rohingya people have been described as ""among the world's least wanted"" and ""one of the world's most persecuted minorities."" But the origin of ‘most persecuted minority’ statement is unclear.",How many of the  Rohingya people have new changes in citizenship caused to become refugees ? ,"expulsion of approximately half of the 800,000 Rohingya from Burma,",0,NUM,"What is the number of Rohingya individuals who have had their citizenship altered, leading them to become refugees?",22.0,1472.0,1580.0,1.0,1.0,1.0,1.8977839946746824,1.2308142185211182,3.6809895038604736,"approximately 400,000",0.5
"The term ""classical music"" did not appear until the early 19th century, in an attempt to distinctly canonize the period from Johann Sebastian Bach to Beethoven as a golden age. The earliest reference to ""classical music"" recorded by the Oxford English Dictionary is from about 1836.",What 'age' is the period from Johann Sebastian Bach to Beethoven referred to as?,golden age,0,NUM,What is the term for the era spanning from Bach to Beethoven?,13.0,975.0,1074.0,1.0,0.1666666666666666,0.3562071871080222,1.2272939682006836,0.5235087871551514,2.526938915252685,golden age,1.0
"Bohemia prospered in the 14th century, and the Golden Bull of 1356 made the king of Bohemia first among the imperial electors, but the Hussite revolution threw the country into crisis. The Holy Roman Empire passed to the Habsburgs in 1438, where it remained until its dissolution in 1806. Yet in spite of the extensive territories held by the Habsburgs, the Empire itself remained fragmented, and much real power and influence lay with the individual principalities. In addition, financial institutions, such as the Hanseatic League and the Fugger family, held great power, on both economic and a political levels.",In what year did a Golden Bull make the king of Bohemia first among the imperial electors?,1356,0,NUM,In which year did a Golden Bull elevate the monarch of Bohemia to the premier position among the imperial electors?,24.0,1077.0,1187.0,1.0,1.0,1.0,1.3191018104553225,0.5831940174102783,2.445457220077514,1356,1.0
"Catalan evolved from Vulgar Latin around the eastern Pyrenees in the 9th century. During the Low Middle Ages it saw a golden age as the literary and dominant language of the Crown of Aragon, and was widely used all over the Mediterranean. The union of Aragon with the other territories of Spain in 1479 marked the start of the decline of the language. In 1659 Spain ceded Northern Catalonia to France, and Catalan was banned in both states in the early 18th century. 19th-century Spain saw a Catalan literary revival, which culminated in the 1913 orthographic standardization, and the officialization of the language during the Second Spanish Republic (1931–39). However, the Francoist dictatorship (1939–75) banned the language again.",When was Catalan's Golden Age as a dominant language?,Low Middle Ages,0,NUM,When did Catalan experience its renaissance as a primary language?,12.0,830.0,921.0,1.0,0.5,0.6309297535714575,0.9513916969299316,0.9202637672424316,2.570033550262451,Low Middle Ages,1.0
"In 1274, the Mongol-founded Yuan dynasty in China sent a force of some 40,000 men and 900 ships to invade Japan in northern Kyūshū. Japan mustered a mere 10,000 samurai to meet this threat. The invading army was harassed by major thunderstorms throughout the invasion, which aided the defenders by inflicting heavy casualties. The Yuan army was eventually recalled and the invasion was called off. The Mongol invaders used small bombs, which was likely the first appearance of bombs and gunpowder in Japan.",How many samurai did Japan defeat the Yuan invasion with?,"10,000",0,NUM,How many samurai fought against the Yuan invasion in Japan?,12.0,2149.0,2243.0,1.0,1.0,1.0,3.266307830810547,0.6283173561096191,4.416832685470581,"10,000 samurai",0.0
"Homer pictures Apollo on the side of the Trojans, fighting against the Achaeans, during the Trojan War. He is pictured as a terrible god, less trusted by the Greeks than other gods. The god seems to be related to Appaliunas, a tutelary god of Wilusa (Troy) in Asia Minor, but the word is not complete. The stones found in front of the gates of Homeric Troy were the symbols of Apollo. The Greeks gave to him the name ἀγυιεύς agyieus as the protector god of public places and houses who wards off evil, and his symbol was a tapered stone or column. However, while usually Greek festivals were celebrated at the full moon, all the feasts of Apollo were celebrated at the seventh day of the month, and the emphasis given to that day (sibutu) indicates a Babylonian origin.",When were Greek festivals celebrated?,at the full moon,0,NUM,When did the Greeks honor their festivals?,8.0,1289.0,1370.0,1.0,0.2,0.3868528072345416,0.9643261432647704,0.5568039417266846,2.233171463012696,full moon,0.8
"Following the Fall of Constantinople on 29 May 1453, many Greeks sought better employment and education opportunities by leaving for the West, particularly Italy, Central Europe, Germany and Russia. Greeks are greatly credited for the European cultural revolution, later called, the Renaissance. In Greek-inhabited territory itself, Greeks came to play a leading role in the Ottoman Empire, due in part to the fact that the central hub of the empire, politically, culturally, and socially, was based on Western Thrace and Greek Macedonia, both in Northern Greece, and of course was centred on the mainly Greek-populated, former Byzantine capital, Constantinople. As a direct consequence of this situation, Greek-speakers came to play a hugely important role in the Ottoman trading and diplomatic establishment, as well as in the church. Added to this, in the first half of the Ottoman period men of Greek origin made up a significant proportion of the Ottoman army, navy, and state bureaucracy, having been levied as adolescents (along with especially Albanians and Serbs) into Ottoman service through the devshirme. Many Ottomans of Greek (or Albanian or Serb) origin were therefore to be found within the Ottoman forces which governed the provinces, from Ottoman Egypt, to Ottomans occupied Yemen and Algeria, frequently as provincial governors.",When did the emperor Constantine  lose rule over in 1453 ?,Fall of Constantinople on 29 May 1453,0,NUM,When did Emperor Constantine lose authority in 1453?,11.0,1538.0,1633.0,0.0,0.0,0.0,1.138415813446045,0.5192034244537354,2.134476661682129,Constantinople,0.5
"In response to the 1966 ruling by the International Court of Justice, South-West Africa People's Organisation (SWAPO) military wing, People's Liberation Army of Namibia, a guerrilla group began their armed struggle for independence, but it was not until 1988 that South Africa agreed to end its occupation of Namibia, in accordance with a UN peace plan for the entire region. During the South African occupation of Namibia, white commercial farmers, most of whom came as settlers from South Africa and represented 0.2% of the national population, owned 74% of the arable land. Outside the central-southern area of Namibia (known as the ""Police Zone"" since the German era and which contained the main towns, industries, mines and best arable land), the country was divided into ""homelands"", the version of South African bantustan applied to Namibia, although only a few were actually established because indigenous Namibians often did not cooperate.",When did a guerrilla group fight for Namibia's independence? ,1966,0,NUM,1. What year did a rebel faction engage in combat for Namibia's freedom?,16.0,1373.0,1471.0,1.0,0.3333333333333333,0.5,1.3235421180725098,0.5447947978973389,2.4151487350463867,1966,1.0
"The American people are mostly multi-ethnic descendants of various culturally distinct immigrant groups, many of which have now developed nations. Some consider themselves multiracial, while acknowledging race as a social construct. Creolization, assimilation and integration have been continuing processes. The African-American Civil Rights Movement (1955–1968) and other social movements since the mid-twentieth century worked to achieve social justice and equal enforcement of civil rights under the constitution for all ethnicities. In the 2000s, less than 5% of the population identified as multiracial. In many instances, mixed racial ancestry is so far back in an individual's family history (for instance, before the Civil War or earlier), that it does not affect more recent ethnic and cultural identification.",What does affect recent identification in many cases?,mixed racial ancestry,0,NUM,What influences recent identification across various instances?,8.0,1272.0,1356.0,0.0,0.0,0.0,1.0601398944854736,0.5210590362548828,2.1671128273010254,social context,0.0
"The Gregorian calendar was a reform of the Julian calendar instituted in 1582 by Pope Gregory XIII, after whom the calendar was named, by papal bull Inter gravissimas dated 24 February 1582. The motivation for the adjustment was to bring the date for the celebration of Easter to the time of year in which it was celebrated when it was introduced by the early Church. Although a recommendation of the First Council of Nicaea in 325 specified that all Christians should celebrate Easter on the same day, it took almost five centuries before virtually all Christians achieved that objective by adopting the rules of the Church of Alexandria (see Easter for the issues which arose).",When was the Gregorian Calendar introduced?,1582,0,NUM,When did the Gregorian Calendar come into effect?,9.0,1145.0,1230.0,1.0,1.0,1.0,0.9714374542236328,0.5335557460784912,2.0359458923339844,1582,1.0
"Interracial relations between Indigenous Americans and African Americans is a part of American history that has been neglected. The earliest record of African and Indigenous American relations in the Americas occurred in April 1502, when the first Africans kidnapped were brought to Hispaniola to serve as slaves. Some escaped, and somewhere inland on Santo Domingo, the first Black Indians were born. In addition, an example of African slaves' escaping from European colonists and being absorbed by Indigenous Americans occurred as far back as 1526. In June of that year, Lucas Vasquez de Ayllon established a Spanish colony near the mouth of the Pee Dee River in what is now eastern South Carolina. The Spanish settlement was named San Miguel de Gualdape. Amongst the settlement were 100 enslaved Africans. In 1526, the first African slaves fled the colony and took refuge with local Indigenous Americans.",How many slaves were at San Miguel de Gualdape at its inception?,100 enslaved Africans,0,NUM,What was the number of enslaved individuals present at San Miguel de Gualdape when it was first established?,23.0,1182.0,1286.0,1.0,1.0,1.0,1.5379409790039062,0.5329315662384033,2.608100652694702,100,0.8
"Depopulation, deurbanisation, invasion, and movement of peoples, which had begun in Late Antiquity, continued in the Early Middle Ages. The barbarian invaders, including various Germanic peoples, formed new kingdoms in what remained of the Western Roman Empire. In the 7th century, North Africa and the Middle East—once part of the Eastern Roman Empire—came under the rule of the Caliphate, an Islamic empire, after conquest by Muhammad's successors. Although there were substantial changes in society and political structures, the break with Antiquity was not complete. The still-sizeable Byzantine Empire survived in the east and remained a major power. The empire's law code, the Code of Justinian, was rediscovered in Northern Italy in 1070 and became widely admired later in the Middle Ages. In the West, most kingdoms incorporated the few extant Roman institutions. Monasteries were founded as campaigns to Christianise pagan Europe continued. The Franks, under the Carolingian dynasty, briefly established the Carolingian Empire during the later 8th and early 9th century. It covered much of Western Europe, but later succumbed to the pressures of internal civil wars combined with external invasions—Vikings from the north, Magyars from the east, and Saracens from the south.",In what year did Italians discover the Code of Justinian?,1070,0,NUM,In which year did Italians uncover the Justinian Code?,12.0,1496.0,1586.0,1.0,0.5,0.6309297535714575,0.9932005405426024,0.558222770690918,2.045183181762696,1070,1.0
"The U.S. census race definitions says a ""black"" is a person having origins in any of the black (sub-Saharan) racial groups of Africa. It includes people who indicate their race as ""Black, African Am., or Negro"" or who provide written entries such as African American, Afro-American, Kenyan, Nigerian, or Haitian. The Census Bureau notes that these classifications are socio-political constructs and should not be interpreted as scientific or anthropological. Most African Americans also have European ancestry in varying amounts; a lesser proportion have some Native American ancestry. For instance, genetic studies of African Americans show an ancestry that is on average 17–18% European.",What percentage of African Americans have European ancestry?,17–18%,0,NUM,What fraction of Black Americans possess European heritage?,9.0,1485.0,1572.0,1.0,1.0,1.0,1.153313398361206,0.617297887802124,2.3267338275909424,17–18%,0.0
"For those that remained under the Ottoman Empire's millet system, religion was the defining characteristic of national groups (milletler), so the exonym ""Greeks"" (Rumlar from the name Rhomaioi) was applied by the Ottomans to all members of the Orthodox Church, regardless of their language or ethnic origin. The Greek speakers were the only ethnic group to actually call themselves Romioi, (as opposed to being so named by others) and, at least those educated, considered their ethnicity (genos) to be Hellenic. There were, however, many Greeks who escaped the second-class status of Christians inherent in the Ottoman millet system, according to which Muslims were explicitly awarded senior status and preferential treatment. These Greeks either emigrated, particularly to their fellow Greek Orthodox protector, the Russian Empire, or simply converted to Islam, often only very superficially and whilst remaining crypto-Christian. The most notable examples of large-scale conversion to Turkish Islam among those today defined as Greek Muslims - excluding those who had to convert as a matter of course on being recruited through the devshirme - were to be found in Crete (Cretan Turks), Greek Macedonia (for example among the Vallahades of western Macedonia), and among Pontic Greeks in the Pontic Alps and Armenian Highlands. Several Ottoman sultans and princes were also of part Greek origin, with mothers who were either Greek concubines or princesses from Byzantine noble families, one famous example being sultan Selim the Grim, whose mother Gülbahar Hatun was a Pontic Greek.",How were the population factions of the Ottoman Empire classified ?,religion was the defining characteristic of national groups,0,NUM,1. What categories were used to classify the ethnic groups in the Ottoman Empire?,16.0,1438.0,1533.0,1.0,0.25,0.430676558073393,1.0595464706420898,0.7043616771697998,2.326615333557129,millet system,0.2
"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",What is the third of the Four Noble Truths explain?,the complete cessation of dukkha is possible,0,NUM,What does the third of the Four Noble Truths entail?,12.0,1016.0,1112.0,1.0,0.5,0.6309297535714575,1.2641830444335938,0.6344566345214844,2.499431610107422,Cessation of dukkha,0.8
"On the 1st of January 1901 the nation-state of Australia officially came into existence as a federation. The Australian continent was colonised by the United Kingdom in 1788, which subsequently established six, eventually self-governing, colonies there. In the 1890s the governments of these colonies all held referendums on becoming a unified, self-governing ""Commonwealth"" within the British Empire. When all the colonies voted in favour of federation, the Federation of Australia commenced, resulting in the establishment of the Commonwealth of Australia in 1901. The model of Australian federalism adheres closely to the original model of the United States of America, although it does so through a parliamentary Westminster system rather than a presidential system.",What was established when Australia was colonized? ,"six, eventually self-governing, colonies",0,NUM,What was set in motion with the colonization of Australia?,12.0,1138.0,1227.0,1.0,0.25,0.430676558073393,1.1940248012542725,0.8782510757446289,2.677224636077881,Penal settlements,0.0
"According to one of her biographers, Giles St Aubyn, Victoria wrote an average of 2,500 words a day during her adult life. From July 1832 until just before her death, she kept a detailed journal, which eventually encompassed 122 volumes. After Victoria's death, her youngest daughter, Princess Beatrice, was appointed her literary executor. Beatrice transcribed and edited the diaries covering Victoria's accession onwards, and burned the originals in the process. Despite this destruction, much of the diaries still exist. In addition to Beatrice's edited copy, Lord Esher transcribed the volumes from 1832 to 1861 before Beatrice destroyed them. Part of Victoria's extensive correspondence has been published in volumes edited by A. C. Benson, Hector Bolitho, George Earle Buckle, Lord Esher, Roger Fulford, and Richard Hough among others.",How many volumes did her journal span?,122 volumes,0,NUM,What was the total number of volumes in her diary?,11.0,1172.0,1258.0,1.0,1.0,1.0,1.084531545639038,2.610226631164551,4.260375499725342,122 volumes,1.0
"During his brief majority reign, Murad IV (1612–1640) reasserted central authority and recaptured Iraq (1639) from the Safavids. The resulting Treaty of Zuhab of that same year decisively parted the Caucasus and adjacent regions between the two neighbouring empires as it had already been defined in the 1555 Peace of Amasya. The Sultanate of women (1648–1656) was a period in which the mothers of young sultans exercised power on behalf of their sons. The most prominent women of this period were Kösem Sultan and her daughter-in-law Turhan Hatice, whose political rivalry culminated in Kösem's murder in 1651. During the Köprülü Era (1656–1703), effective control of the Empire was exercised by a sequence of Grand Viziers from the Köprülü family. The Köprülü Vizierate saw renewed military success with authority restored in Transylvania, the conquest of Crete completed in 1669, and expansion into Polish southern Ukraine, with the strongholds of Khotyn and Kamianets-Podilskyi and the territory of Podolia ceding to Ottoman control in 1676.",When was Kösem murdered?,1651,0,NUM,When did they assassinate Kösem?,8.0,1081.0,1162.0,1.0,1.0,1.0,0.7825467586517334,0.6099460124969482,2.005204916000366,1651,1.0
"The RSFSR was established on November 7, 1917 (October Revolution) as a sovereign state. The first Constitution was adopted in 1918. In 1922 the Russian SFSR signed the Treaty on the Creation of the USSR.",On what date was the RSFSR established?,"November 7, 1917",0,NUM,1. When was the Russian Soviet Federative Socialist Republic founded?,13.0,847.0,942.0,1.0,1.0,1.0,1.1489498615264893,0.5451328754425049,2.298896312713623,"November 7, 1917",1.0
"During the Eastern Han, conscription could be avoided if one paid a commutable tax. The Eastern Han court favored the recruitment of a volunteer army. The volunteer army comprised the Southern Army (Nanjun 南軍), while the standing army stationed in and near the capital was the Northern Army (Beijun 北軍). Led by Colonels (Xiaowei 校尉), the Northern Army consisted of five regiments, each composed of several thousand soldiers. When central authority collapsed after 189 AD, wealthy landowners, members of the aristocracy/nobility, and regional military-governors relied upon their retainers to act as their own personal troops (buqu 部曲).",Around how many soldiers were in each regiment of the Northern Army?,several thousand soldiers,0,NUM,What was the approximate number of troops in every regiment of the Northern Army?,15.0,1355.0,1451.0,1.0,1.0,1.0,1.2475545406341553,0.5430397987365723,2.387760162353516,Several thousand soldiers,1.0
"Pentecostalism eventually spawned hundreds of new denominations, including large groups such as the Assemblies of God and the Church of God in Christ, both in the United States and elsewhere. There are over 279 million Pentecostals worldwide, and the movement is growing in many parts of the world, especially the global South. Since the 1960s, Pentecostalism has increasingly gained acceptance from other Christian traditions, and Pentecostal beliefs concerning Spirit baptism and spiritual gifts have been embraced by non-Pentecostal Christians in Protestant and Catholic churches through the Charismatic Movement. Together, Pentecostal and Charismatic Christianity numbers over 500 million adherents.",How many Pentecostals are there in the world?,over 279 million,0,NUM,What is the global population of Pentecostal Christians?,10.0,983.0,1076.0,1.0,1.0,1.0,1.1555898189544678,0.5858457088470459,2.4809792041778564,Over 279 million,1.0
"Myanmar is home to four major language families: Sino-Tibetan, Tai–Kadai, Austro-Asiatic, and Indo-European. Sino-Tibetan languages are most widely spoken. They include Burmese, Karen, Kachin, Chin, and Chinese (mainly Hokkien). The primary Tai–Kadai language is Shan. Mon, Palaung, and Wa are the major Austroasiatic languages spoken in Myanmar. The two major Indo-European languages are Pali, the liturgical language of Theravada Buddhism, and English. Little known fact about Myanmar is there are more than 130 languages spoken by people in Myanmar. Since many of them are known only within small tribes around the country, they may have been lost (many if not all) after a few generations.",How many different types of dictionaries could you potentially need to cover all the languages spoken in Myanmar ,there are more than 130 languages spoken by people in Myanmar,0,NUM,1. What are the various kinds of dictionaries required to encompass every language spoken in Myanmar?,18.0,999.0,1102.0,1.0,1.0,1.0,1.347959280014038,0.6715409755706787,2.651480197906494,130,0.2
"Greek culture has evolved over thousands of years, with its beginning in the Mycenaean civilization, continuing through the Classical period, the Roman and Eastern Roman periods and was profoundly affected by Christianity, which it in turn influenced and shaped. Ottoman Greeks had to endure through several centuries of adversity that culminated in genocide in the 20th century but nevertheless included cultural exchanges and enriched both cultures. The Diafotismos is credited with revitalizing Greek culture and giving birth to the synthesis of ancient and medieval elements that characterize it today.",In what centennial was the massacre of the Greeks of Ottoman descent ?,genocide in the 20th century,0,NUM,In which hundred-year period did the slaughter of Ottoman Greeks occur?,13.0,1281.0,1376.0,1.0,1.0,1.0,1.0428013801574707,0.5507509708404541,2.1027474403381348,20th century,0.2
"The West Bank was annexed by Jordan in 1950, following the Arab rejection of the UN decision to create two states in Palestine. Only Britain recognized this annexation and Jordan has since ceded its claim to the territory to the PLO. The West Bank was occupied by Israel in 1967 during the Six-Day War. The population are mainly Palestinians, including refugees of the 1948 Arab-Israeli War. From their occupation in 1967 until 1993, the Palestinians living in these territories were under Israeli military administration. Since the Israel–PLO letters of recognition, most of the Palestinian population and cities have been under the internal jurisdiction of the Palestinian Authority, and only partial Israeli military control, although Israel has on several occasions redeployed its troops and reinstated full military administration during periods of unrest. In response to increasing attacks as part of the Second Intifada, the Israeli government started to construct the Israeli West Bank barrier. When completed, approximately 13% of the Barrier will be constructed on the Green Line or in Israel with 87% inside the West Bank.",When was the West Bank annexed by Jordan?,1950,0,NUM,When did Jordan annex the West Bank?,8.0,1657.0,1742.0,1.0,1.0,1.0,1.0026671886444092,0.6964950561523438,2.2160165309906006,1950,1.0
"On December 30, 1922, with the creation of the Soviet Union, Russia became one of six republics within the federation of the Union of Soviet Socialist Republics. The final Soviet name for the republic, the Russian Soviet Federative Socialist Republic, was adopted in the Soviet Constitution of 1936. By that time, Soviet Russia had gained roughly the same borders of the old Tsardom of Russia before the Great Northern War of 1700.",When did the Soviet Union include the final Russian name for its republic in the Constitution?,1936,0,NUM,When was the last Russian designation for its republic added to the Soviet Union's Constitution?,17.0,924.0,1025.0,1.0,0.5,0.6309297535714575,1.6837007999420166,0.4790084362030029,2.653106212615967,1936,1.0
"The red flag appeared as a political symbol during the French Revolution, after the fall of Bastille. A law adopted by the new government on October 20, 1789 authorized the Garde Nationale to raise the red flag in the event of a riot, to signal that the Garde would imminently intervene. During a demonstration on the Champs de Mars on July 17, 1791, the Garde Nationale fired on the crowd, killed up to fifty people. The government was denounced by the more radical revolutionaries. In the words of his famous hymn, the Marseillaise, Rouget de Lisle wrote: ""Against us they have raised the bloody flag of tyranny!"" (Contre nous de la tyrannie, l'entendard sanglant est leve). Beginning in 1790, the most radical revolutionaries adopted the red flag themselves, to symbolize the blood of those killed in the demonstrations, and to call for the repression of those they considered counter-revolutionary.",In what year did the most ardent revolutionaries in France adopt a red flag to symbolize the blood of their fallen comrades?,1790,0,NUM,1. When did the fervent revolutionaries in France first raise the red flag to represent the sacrifice of their deceased allies?,25.0,1344.0,1462.0,1.0,1.0,1.0,2.0844147205352783,0.5312535762786865,3.880293846130371,1790,1.0
"Many kinds of clothing are designed to be ironed before they are worn to remove wrinkles. Most modern formal and semi-formal clothing is in this category (for example, dress shirts and suits). Ironed clothes are believed to look clean, fresh, and neat. Much contemporary casual clothing is made of knit materials that do not readily wrinkle, and do not require ironing. Some clothing is permanent press, having been treated with a coating (such as polytetrafluoroethylene) that suppresses wrinkles and creates a smooth appearance without ironing.",What does polytetrafluoroethylene suppress?,wrinkles,1,ABBR,What substances does polytetrafluoroethylene hinder?,11.0,1448.0,1536.0,0.0,0.0,0.0,1.545217990875244,0.5982534885406494,2.716862678527832,friction,0.0
"In biology, energy is an attribute of all biological systems from the biosphere to the smallest living organism. Within an organism it is responsible for growth and development of a biological cell or an organelle of a biological organism. Energy is thus often said to be stored by cells in the structures of molecules of substances such as carbohydrates (including sugars), lipids, and proteins, which release energy when reacted with oxygen in respiration. In human terms, the human equivalent (H-e) (Human energy conversion) indicates, for a given amount of energy expenditure, the relative quantity of energy needed for human metabolism, assuming an average human energy expenditure of 12,500 kJ per day and a basal metabolic rate of 80 watts. For example, if our bodies run (on average) at 80 watts, then a light bulb running at 100 watts is running at 1.25 human equivalents (100 ÷ 80) i.e. 1.25 H-e. For a difficult task of only a few seconds' duration, a person can put out thousands of watts, many times the 746 watts in one official horsepower. For tasks lasting a few minutes, a fit human can generate perhaps 1,000 watts. For an activity that must be sustained for an hour, output drops to around 300; for an activity kept up all day, 150 watts is about the maximum. The human equivalent assists understanding of energy flows in physical and biological systems by expressing energy units in human terms: it provides a ""feel"" for the use of a given amount of energy.",What does H-e stand for?,Human energy conversion,1,ABBR,What is the meaning of H-e?,8.0,1228.0,1311.0,1.0,0.3333333333333333,0.5,0.939429759979248,0.5361044406890869,2.0260040760040283,Human energy equivalent,0.5
"This process begins when the user inputs a Uniform Resource Locator (URL), for example http://en.wikipedia.org/, into the browser. The prefix of the URL, the Uniform Resource Identifier or URI, determines how the URL will be interpreted. The most commonly used kind of URI starts with http: and identifies a resource to be retrieved over the Hypertext Transfer Protocol (HTTP). Many browsers also support a variety of other prefixes, such as https: for HTTPS, ftp: for the File Transfer Protocol, and file: for local files. Prefixes that the web browser cannot directly handle are often handed off to another application entirely. For example, mailto: URIs are usually passed to the user's default e-mail application, and news: URIs are passed to the user's default newsgroup reader.",What does URL stand for?,Uniform Resource Locator,1,ABBR,What is the meaning of the acronym URL?,9.0,790.0,873.0,1.0,1.0,1.0,1.2213997840881348,0.5544135570526123,2.704874277114868,Uniform Resource Locator,1.0
"Unicode defines two mapping methods: the Unicode Transformation Format (UTF) encodings, and the Universal Coded Character Set (UCS) encodings. An encoding maps (possibly a subset of) the range of Unicode code points to sequences of values in some fixed-size range, termed code values. The numbers in the names of the encodings indicate the number of bits per code value (for UTF encodings) or the number of bytes per code value (for UCS encodings). UTF-8 and UTF-16 are probably the most commonly used encodings. UCS-2 is an obsolete subset of UTF-16; UCS-4 and UTF-32 are functionally equivalent.",What does UCS stand for?,Universal Coded Character Set,1,ABBR,What is the meaning of UCS?,7.0,999.0,1082.0,1.0,0.3333333333333333,0.5,1.292402982711792,0.6942634582519531,2.556760311126709,Universal Coded Character Set,1.0
"ASCII (i/ˈæski/ ASS-kee), abbreviated from American Standard Code for Information Interchange, is a character-encoding scheme (the IANA prefers the name US-ASCII). ASCII codes represent text in computers, communications equipment, and other devices that use text. Most modern character-encoding schemes are based on ASCII, though they support many additional characters. ASCII was the most common character encoding on the World Wide Web until December 2007, when it was surpassed by UTF-8, which is fully backward compatibe to ASCII.",What does ASCII stand for?,American Standard Code for Information Interchange,1,ABBR,What is the meaning of ASCII?,7.0,1063.0,1148.0,1.0,1.0,1.0,0.8037950992584229,1.7042236328125,3.2594051361083984,American Standard Code for Information Interchange,1.0
"Many scripts, including Arabic and Devanagari, have special orthographic rules that require certain combinations of letterforms to be combined into special ligature forms. The rules governing ligature formation can be quite complex, requiring special script-shaping technologies such as ACE (Arabic Calligraphic Engine by DecoType in the 1980s and used to generate all the Arabic examples in the printed editions of the Unicode Standard), which became the proof of concept for OpenType (by Adobe and Microsoft), Graphite (by SIL International), or AAT (by Apple).",What does ACE stand for? ,Arabic Calligraphic Engine,1,ABBR,What is the meaning of ACE?,7.0,1101.0,1186.0,1.0,0.5,0.6309297535714575,0.8136537075042725,0.6673018932342529,2.0735440254211426,Arabic Calligraphic Engine,1.0
