context,question,answer,topic_lda,generated_answer,bert_f1
"We have shown that compared with silybin, 2,3-dehydrosilybin (DHS) exhibits more potent in vitro anticancer activities alone or in combination with tumor necrosis factor (TNF)-alpha. Since TNF-alpha sensitization is related to DNA topoisomerase (topo) inhibition, DHS may be a potent topo inhibitor. Under significant apoptosis induction by DHS, we measured specific topo I activity in nuclear extracts or purified enzyme. Treatment of more transformed FIB cells with 30 microM DHS for 24 h caused significant decreases in topo I activity in nuclear extracts while silybin did not have any effects. Less transformed EPI cells were more resistant against DHS-induced topo I inhibition. Inhibitory effects of topo I activity by DHS were also found in cell-free assays using purified topo I, whereas silybin again did not have any effects.","Is 2,3-dehydrosilybin a better DNA topoisomerase I inhibitor than its parental silybin?",DHS is a potent topo I inhibitor rendering its ability to sensitize TNF-alpha for enhanced cytotoxicity.,0,"Yes, 2,3-dehydrosilybin (DHS) is a more potent DNA topoisomerase I inhibitor than its parental compound silybin.",0.6323115229606628
"Triple-negative breast cancer (TNBC) is a highly aggressive subtype of breast cancer. The purpose of this study was to determine if patients with TNBC have a higher risk of lymph node (LN) metastases. A prospective database review identified 3,289 patients treated with a mastectomy or with breast-conserving surgery between January 2000 and May 2012. The final analysis included those patients who underwent sentinel node biopsy (SNB) and/or axillary lymph node dissection (ALND), and the following information: age at diagnosis, tumor size, grade, stage, histologic subtype, presence of lymphovascular invasion (LVI), and the status of estrogen, progesterone, and human epidermal growth factor receptor 2 (HER2). A total of 2,967 patients met the inclusion criteria. SNB was performed in 1,094 patients, ALND in 756, and both SNB and ALND in 1,117 patients. LN metastases were detected in 1,050 (35 %) patients. On univariate analysis, the LN positivity varied across subtypes with 33 % in luminal A, 42 % in luminal B, 39 % in TNBC, and 45 % in HER-2 (p = 0.0007). However, on multivariable analysis, there was no difference in LN positivity among subtypes. Age <50, grade 2 or 3 tumors, size ≥2 cm, and presence of LVI were significant predictors of LN positivity. Four or more involved nodes were observed most commonly in the HER2 (19.4 %) and luminal B (13.7 %) subtypes, but only 9.4 % in TNBC (p < 0.0001).",Is triple-negative breast cancer associated with increased likelihood of nodal metastases?,"Predictors of LN metastases include younger age, higher grade, larger tumor size, and presence of LVI. Patients with TNBC are not more likely to have involved nodes than those with non-TNBC.",0,"Triple-negative breast cancer (TNBC) is associated with a higher likelihood of lymph node (LN) metastases compared to luminal A subtype, but on multivariable analysis, there was no significant difference in LN positivity among breast cancer subtypes, including TNBC.",0.6159194111824036
"PDZK1 is a four PDZ-domain containing protein that binds to the carboxy terminus of the HDL receptor, scavenger receptor class B type I (SR-BI), and regulates its expression, localization and function in a tissue-specific manner. PDZK1 knockout (KO) mice are characterized by a marked reduction of SR-BI protein expression ( approximately 95%) in the liver (lesser or no reduction in other organs) with a concomitant 1.7 fold increase in plasma cholesterol. PDZK1 has been shown to be atheroprotective using the high fat/high cholesterol ('Western') diet-fed murine apolipoprotein E (apoE) KO model of atherosclerosis, presumably because of its role in promoting reverse cholesterol transport via SR-BI. Here, we have examined the effects of PDZK1 deficiency in apoE KO mice fed with the atherogenic 'Paigen' diet for three months. Relative to apoE KO, PDZK1/apoE double KO (dKO) mice showed increased plasma lipids (33% increase in total cholesterol; 49 % increase in unesterified cholesterol; and 36% increase in phospholipids) and a 26% increase in aortic root lesions. Compared to apoE KO, dKO mice exhibited substantial occlusive coronary artery disease: 375% increase in severe occlusions. Myocardial infarctions, not observed in apoE KO mice (although occasional minimal fibrosis was noted), were seen in 7 of 8 dKO mice, resulting in 12 times greater area of fibrosis in dKO cardiac muscle.",Does loss of PDZK1 cause coronary artery occlusion and myocardial infarction in Paigen diet-fed apolipoprotein E deficient mice?,These results show that Paigen-diet fed PDZK1/apoE dKO mice represent a new animal model useful for studying coronary heart disease and suggest that PDZK1 may represent a valuable target for therapeutic intervention.,0,"The provided context does not mention PDZK1 or its effects on coronary artery occlusion and myocardial infarction in Paigen diet-fed apolipoprotein E deficient mice. Therefore, based on the available information, it cannot be determined whether loss of PDZK1 causes these conditions in the specified mouse model.",0.6816895604133606
"Patients with acute coronary syndrome (ACS) predisposed to recurrent coronary events have an expansion of a distinctive T-cell subset, the CD4(+)CD28(null) T cells. These cells are highly inflammatory and cytotoxic in spite of lacking the costimulatory receptor CD28, which is crucial for optimal T cell function. The mechanisms that govern CD4(+)CD28(null) T cell function are unknown. Our aim was to investigate the expression and role of alternative costimulatory receptors in CD4(+)CD28(null) T cells in ACS. Expression of alternative costimulatory receptors (inducible costimulator, OX40, 4-1BB, cytotoxic T lymphocyte associated antigen-4, programmed death-1) was quantified in CD4(+)CD28(null) T cells from circulation of ACS and stable angina patients. Strikingly, in ACS, levels of OX40 and 4-1BB were significantly higher in circulating CD4(+)CD28(null) T cells compared to classical CD4(+)CD28(+) T lymphocytes. This was not observed in stable angina patients. Furthermore, CD4(+)CD28(null) T cells constituted an important proportion of CD4(+) T lymphocytes in human atherosclerotic plaques and exhibited high levels of OX40 and 4-1BB. In addition, the ligands for OX40 and 4-1BB were present in plaques and also expressed on monocytes in circulation. Importantly, blockade of OX40 and 4-1BB reduced the ability of CD4(+)CD28(null) T cells to produce interferon-γ and tumor necrosis factor-α and release perforin.",Do high levels of costimulatory receptors OX40 and 4-1BB characterize CD4+CD28null T cells in patients with acute coronary syndrome?,Costimulatory pathways are altered in CD4(+)CD28(null) T cells in ACS. We show that the inflammatory and cytotoxic function of CD4(+)CD28(null) T cells can be inhibited by blocking OX40 and 4-1BB costimulatory receptors. Modulation of costimulatory receptors may allow specific targeting of this cell subset and may improve the survival of ACS patients.,0,"Yes, high levels of costimulatory receptors OX40 and 4-1BB characterize CD4+CD28(null) T cells in patients with acute coronary syndrome.",0.7264764308929443
"The purpose of this study was to assess the effect of glimepiride on insulin sensitivity and secretion in subjects with type 2 diabetes. After a 2-week washout from prior sulfonylurea therapy, 11 obese subjects with type 2 diabetes underwent euglycemic and hyperglycemic clamp studies before and during glimepiride therapy. Glimepiride resulted in a 2.4-mmol/l decrease in fasting plasma glucose (P = 0.04) that was correlated with reductions in postabsorptive endogenous glucose production (EGP) (16.4 +/- 0.6 vs. 13.5 +/- 0.5 micro mol. kg(-1). min(-1), P = 0.01) (r = 0.21, P = 0.01). Postabsorptive EGP on glimepiride was similar to that of control subjects (12.8 +/- 0.9 micro mol. kg(-1). min(-1), NS). Fasting plasma insulin (66 +/- 18 vs. 84 +/- 48 pmol/l, P = 0.05), and first-phase (19 +/- 8 vs. 32 +/- 11 pmol/l, P = 0.04) and second-phase incremental insulin responses to glucose (48 +/- 23 vs. 72 +/- 32 pmol/l, P = 0.02) improved with glimepiride therapy. Insulin sensitivity did not change with treatment (4.6 +/- 0.7 vs. 4.3 +/- 0.7 micro mol. kg(-1). min(-1). pmol(-1)) and remained below that of control subjects (8.1 +/- 1.8 micro mol. kg(-1). min(-1). pmol(-1), P = 0.04).",Does glimepiride improve both first and second phases of insulin secretion in type 2 diabetes?,"The current study demonstrates that glimepiride improves both first and second phases of insulin secretion, but not insulin sensitivity, in individuals with type 2 diabetes.",1,"Yes, glimepiride improves both first-phase and second-phase incremental insulin responses to glucose in subjects with type 2 diabetes.",0.8526920676231384
"Metabolomics has the potential to reveal novel pathways involved in the pathogenesis of preterm birth (PTB). The objective of this study was to investigate whether the cervicovaginal (CV) metabolome was different in asymptomatic women destined to have a PTB compared with term birth. A nested case-control study was performed using CV fluid collected from a larger prospective cohort. The CV fluid was collected between 20-24 weeks (V1) and 24-28 weeks (V2). The metabolome was compared between women with a spontaneous PTB (n = 10) to women who delivered at term (n = 10). Samples were extracted and prepared for analysis using a standard extraction solvent method. Global biochemical profiles were determined using gas chromatography/mass spectrometry and ultra-performance liquid chromatography/tandem mass spectrometry. An ANOVA was used to detect differences in biochemical compounds between the groups. A false discovery rate was estimated to account for multiple comparisons. A total of 313 biochemicals were identified in CV fluid. Eighty-two biochemicals were different in the CV fluid at V1 in those destined to have a PTB compared with term birth, whereas 48 were different at V2. Amino acid, carbohydrate, and peptide metabolites were distinct between women with and without PTB.",Do women with preterm birth have a distinct cervicovaginal metabolome?,"These data suggest that the CV space is metabolically active during pregnancy. Changes in the CV metabolome may be observed weeks, if not months, prior to any clinical symptoms. Understanding the CV metabolome may hold promise for unraveling the pathogenesis of PTB and may provide novel biomarkers to identify women most at risk.",1,"Yes, women with preterm birth have a distinct cervicovaginal metabolome, as evidenced by differences in biochemical compounds identified in cervicovaginal fluid compared to women who delivered at term.",0.5799649953842163
"To study the magnitude of differences in the pharmacokinetics of pranlukast, after morning and evening administration. Pranlukast (300 mg) was administered to 12 healthy male volunteers on two separate occasions, either in the morning or evening. Both doses were given 30 min after a standard high fat content meal. Blood samples were collected up to 18 h postdose. Plasma was assayed by high performance liquid chromatography. Standard pharmacokinetic and statistical analyses were performed. Statistically significant (P < 0.05) increases were noted in AUC(o,t) (56%) and tmax (2.5 h) after evening administration. Cmax was 14% higher after evening dosing (95% C.I. 0.71-1.84).","Is evening dosing associated with higher plasma concentrations of pranlukast , a leukotriene receptor antagonist , in healthy male volunteers?",Pranlukast bioavailability is apparently increased after evening dosing as compared with morning administration. Higher night-time and early morning plasma concentrations may confer additional therapeutic benefit at a time when asthmatics are at greatest risk of developing bronchospasm.,1,"Yes, evening dosing is associated with higher plasma concentrations of pranlukast in healthy male volunteers, with statistically significant increases in AUC(o,t) (56%) and Cmax (14%) after evening administration.",0.6669954061508179
"In addition to the primary symptoms arising from inflamed joints, muscle weakness is prominent and frequent in patients with rheumatoid arthritis (RA). Here, we investigated the mechanisms of arthritis-induced muscle dysfunction in rats with adjuvant-induced arthritis (AIA). AIA was induced in the knees of rats by injection of complete Freund's adjuvant and was allowed to develop for 21 days. Muscle contractile function was assessed in isolated extensor digitorum longus (EDL) muscles. To assess mechanisms underlying contractile dysfunction, we measured redox modifications, redox enzymes and inflammatory mediators, and activity of actomyosin ATPase and sarcoplasmic reticulum (SR) Ca(2+)-ATPase. EDL muscles from AIA rats showed decreased tetanic force per cross-sectional area and slowed twitch contraction and relaxation. These contractile dysfunctions in AIA muscles were accompanied by marked decreases in actomyosin ATPase and SR Ca(2+)-ATPase activities. Actin aggregates were observed in AIA muscles, and these contained high levels of 3-nitrotyrosine and malondialdehyde-protein adducts. AIA muscles showed increased protein expression of NADPH oxidase 2/gp91(phox), neuronal nitric oxide synthase, tumor necrosis factor α (TNF-α), and high-mobility group box 1 (HMGB1). Treatment of AIA rats with EUK-134 (3 mg/kg/day), a superoxide dismutase/catalase mimetic, prevented both the decrease in tetanic force and the formation of actin aggregates in EDL muscles without having any beneficial effect on the arthritis development.",Is muscle dysfunction associated with adjuvant-induced arthritis prevented by antioxidant treatment?,Antioxidant treatment prevented the development of oxidant-induced actin aggregates and contractile dysfunction in the skeletal muscle of AIA rats. This implies that antioxidant treatment can be used to effectively counteract muscle weakness in inflammatory conditions.,1,"No, antioxidant treatment did not modify the clinical features of the disease or prevent muscle dysfunction associated with adjuvant-induced arthritis in the study.",0.7008646726608276
"The decision to commence lifelong glucocorticoid replacement therapy is often based on a cortisol stimulation test. We investigated the relationship between the peak cortisol response to insulin-induced hypoglycemia and daily cortisol production rate (CPR) to ascertain whether provocative tests are accurate in indicating the need to initiate lifelong glucocorticoid replacement. Ten patients (five male; mean age, 44 +/- 13 yr) with pituitary disease and with demonstrably suboptimal peak cortisol response (350-500 nmol/liter) to insulin-induced hypoglycemia, underwent CPR measurement by isotope dilution using gas chromatography-mass spectrometry and 24-h urinary free cortisol (UFC). The median baseline and peak cortisol attained with hypoglycemia were 284 (164-323) and 473.5 (366-494) nmol/liter, respectively. A strong positive correlation was seen between peak stimulated cortisol and CPR (adjusted for body surface area) (r = 0.75; P = 0.02), and in all patients CPR [4.6 (2.9-15.1) mg/d x m(2)] was within the reference range (2.1-12 mg/d x m(2)) or elevated (one patient). A wide range was found for 24-h UFC [116.5 (20.5-265.9) nmol/liter] in this group of patients, and this parameter lacked significant correlation with either serum cortisol concentration or CPR.",Does a subnormal peak cortisol response to stimulation testing predict a subnormal cortisol production rate?,"This is the first study to demonstrate a significant correlation between CPR and peak cortisol values during hypoglycemic challenge. An inadequate cortisol response to hypoglycemia suggests the need for glucocorticoid cover at times of stress, but these data indicate that a suboptimal peak cortisol does not equate to a low CPR and should not be an automatic indication for lifelong glucocorticoid replacement therapy. UFC bears no relation to serum cortisol or CPR and is therefore unhelpful in assessment of such patients.",1,"No, a subnormal peak cortisol response to stimulation testing does not predict a subnormal cortisol production rate, as evidenced by the study where patients with a suboptimal peak cortisol response had cortisol production rates within the reference range or elevated.",0.6433088779449463
"Research for infectious agents in the etiology of atherosclerosis has identified Chlamydia pneumoniae as a possible candidate. While there is evidence of an association between presence of this microorganism and atherosclerosis, it is unclear whether infection has a genuinely etiologic role in this disease, whether its presence influences clinical outcomes, and, if so, at which stages of disease this occurs. We have approached this issue in patients with advanced carotid artery atherosclerosis using molecular biological detection methods and clinically relevant indicators of pathology in carotid artery atheroma to determine whether the presence of C pneumoniae correlates with plaque instability. C pneumoniae was detected with the use of a sensitive nested polymerase chain reaction. Preoperative embolization and preoperative infarcts were recorded with the use of transcranial Doppler insonation of the middle cerebral artery and cerebral CT, respectively. C pneumoniae DNA was detected in 25.5% of a cohort of 98 symptomatic patients. There was no significant difference in plaque stability as measured by embolization rates between the chlamydial-positive and -negative specimens. There was also no correlation between the number of ipsilateral hemispheric infarcts in the territory of the middle cerebral artery and chlamydial status.",Does chlamydia pneumoniae influence atherosclerotic plaque behavior in patients with established carotid artery stenosis?,This study confirms that C pneumoniae is a common finding in atherosclerotic plaques of the carotid artery but suggests that the presence of the infectious organism has little detectable impact on plaque instability when measured by clinically significant markers. This raises important questions for the rationale of antibiotic therapy in atherosclerosis.,1,"No, the presence of Chlamydia pneumoniae does not influence atherosclerotic plaque behavior in patients with established carotid artery stenosis, as there was no significant difference in plaque stability or embolization rates between chlamydial-positive and -negative specimens.",0.6945829391479492
"This study proposes that intranasal (IN) naloxone administration is preferable to intravenous (IV) naloxone by emergency medical services for opioid overdoses. Our study attempts to establish that IN naloxone is as effective as IV naloxone but without the risk of needle exposure. We also attempt to validate the use of the Glasgow Coma Scale (GCS) in opioid intoxication. A retrospective chart review of prehospital advanced life support patients was performed on confirmed opioid overdose patients. Initial and final unassisted respiratory rates (RR) and GCS, recorded by paramedics, were used as indicators of naloxone effectiveness. The median changes in RR and GCS were determined. Three hundred forty-four patients who received naloxone by paramedics from January 1, 2005, until December 31, 2007, were evaluated. Of confirmed opioid overdoses, change in RR was 6 for the IV group and 4 for the IN group (P = .08). Change in GCS was 4 for the IV group and 3 for the IN group (P = .19). Correlations between RR and GCS for initial, final, and change were significant at the 0.01 level (rho = 0.577, 0.462, 0.568, respectively).",Is intranasal naloxone delivery an alternative to intravenous naloxone for opioid overdoses?,"Intranasal naloxone is statistically as effective as IV naloxone at reversing the effects of opioid overdose. The IV and IN groups had similar average increases in RR and GCS. Based on our results, IN naloxone is a viable alternative to IV naloxone while posing less risk of needle stick injury. Additionally, we demonstrated that GCS is correlated with RR in opioid intoxication.",1,"Yes, intranasal naloxone delivery is proposed as a preferable alternative to intravenous naloxone for opioid overdoses, as it is effective without the risk of needle exposure.",0.7277992367744446
"Leber's congenital amaurosis (LCA) represents the earliest and severest form of retinal dystrophy leading to congenital blindness. A total of 20% of children attending blind schools have this disease. LCA has a multigenic basis and is proving central to our understanding of the development of the retina. We describe the clinical and molecular genetic features of four inbred pedigrees from neighbouring remote villages in northern Pakistan, in which some of the affected members have concurrent keratoconus. History-taking and physical and eye examinations were performed in the field. Venipuncture, DNA extraction, studies of linkage to known LCA genes, automated sequencing and polymorphism analyses for haplotype assessments were done. We examined 12 affected and 15 unaffected family members. By history, there were an additional nine blind people in the four pedigrees. In each pedigree a consanguineous marriage was evident. We found a homozygous nonsense mutation in the AIPL1 gene, which replaces a tryptophan with a stop codon (Trp278X). The phenotype is severe and variable, despite the common molecular genetic etiology in each family. Affected patients had hand motion to no light perception vision and fundus findings ranging from maculopathy to diffuse pigmentary retinopathy. Three affected members had definite keratoconus, and two were suspects based on mild cone formation in the cornea of at least one eye.",Is leber 's congenital amaurosis with anterior keratoconus in Pakistani families caused by the Trp278X mutation in the AIPL1 gene on 17p?,"We have identified four Pakistani families with a severe form of LCA that is associated with severe keratoconus in some affected members. The molecular etiology in all four families is a homozygous nonsense mutation, Trp278X, in the photoreceptor-pineal gene AIPL1. To our knowledge, this is one of the first phenotype-genotype correlations of AIPL1-associated LCA.",1,"Yes, the study indicates that a homozygous nonsense mutation in the AIPL1 gene (Trp278X) is associated with severe retinal dystrophy and has been observed in affected members of Pakistani families, some of whom also have concurrent keratoconus.",0.751008152961731
"Multidrug-resistant Pseudomonas aeruginosa commonly complicates chronic bacterial otitis in dogs. The aim of this in vitro study was to determine the effect of ethylenediaminetetraacetic acid-tromethamine (Tris-EDTA) on the minimal bactericidal concentrations (MBCs) and minimal inhibitory concentrations (MICs) of marbofloxacin and gentamicin for multidrug-resistant P. aeruginosa isolates from cases of canine otitis. Eleven isolates were identified as multidrug resistant on disc diffusion; 10 were resistant to marbofloxacin and two were resistant to gentamicin. Isolates were incubated for 90 min with each antibiotic alone and in combination with Tris-EDTA at concentrations of 0.075 μg/mL to 5 mg/mL for marbofloxacin, 0.001 μg/mL to 10 mg/mL for gentamicin and 17.8:4.7 to 0.14:0.04 mg/mL for Tris-EDTA. Positive and negative controls were included. Aliquots of each antibiotic and/or Tris-EDTA concentration were subsequently transferred to sheep blood agar to determine the MBCs, and tryptone soy broth was added to the remaining suspensions to determine the MICs. Tris-EDTA alone was bacteriostatic but not bactericidal at any concentration. The addition of Tris-EDTA significantly reduced the median MBC (from 625 to 468.8 μg/mL; P < 0.001) and MIC (from 29.3 to 2.4 μg/mL; P = 0.008) of marbofloxacin, and the median MBC (from 625 to 39.1 μg/mL) and MIC (from 19.5 to 1.2 μg/mL) of gentamicin (both P < 0.001).",Does tris-EDTA significantly enhance antibiotic efficacy against multidrug-resistant Pseudomonas aeruginosa in vitro?,Tris-EDTA significantly reduced the MBCs and MICs of marbofloxacin and gentamicin for multidrug-resistant P. aeruginosa in vitro. This may be of use to clinicians managing these infections in dogs.,1,"Yes, tris-EDTA significantly enhances antibiotic efficacy against multidrug-resistant Pseudomonas aeruginosa in vitro, as it reduces the median MBC and MIC of marbofloxacin and gentamicin.",0.8059319853782654
"To determine how much vitamin A is consumed through liver and liver products by non-pregnant and pregnant women aged 16-50 years, and to determine the implications for the use of multivitamin products. Secondary analysis on data from representative database Dutch National Food Consumption Survey. Data were obtained from a Dutch National Food Consumption Survey (1992, method published earlier) regarding 1725 non-pregnant and 58 pregnant women aged 16-50 years who did or did not consume liver and (or) liver products. Average daily vitamin A intake (two consecutive days), was 850 retinol equivalents (RE) for non-pregnant and 990 RE for pregnant women, respectively (recommended daily allowances are 800 RE and 1000 RE). Average intakes of those not eating liver or liver products were 540 RE and 720 RE per day. In about 70% and 50% of the women respectively the intake was below the minimal requirement of 600 RE per day. The use of a vitamin A supplement providing 1200 RE per day among the non-liver users would in none of the cases have resulted in intakes higher than the threshold level of 7500 RE for teratogenic risks. Occasionally in 2-3% of the women, not using liver or liver products, maximum intake would exceed 3000 RE per day (the upper safe limit of intake according to the Dutch Health Council/Nutrition Council Committee). However, women using liver or liver products would be at risk of having too high intakes, above the threshold level of 7500 RE, irrespective of the use of vitamin supplements.",Are [ Regular vitamin A supplements safe for pregnant women who consume few liver products ]?,Regular vitamin A supplements may be safely used by pregnant women who consume little or no liver or liver products.,1,"Regular vitamin A supplements are generally considered safe for pregnant women who consume few liver products, as long as the total intake does not exceed the upper safe limit of 3000 RE per day. However, caution is advised, as excessive intake can lead to teratogenic risks. It is important for these women to monitor their overall vitamin A intake to avoid exceeding the threshold level of 7500 RE.",0.6884822249412537
"The Brown Marmorated Stink Bug (BMSB), Halyomorpha halys (Stål) (Hemiptera: Pentatomidae), native to Asia, is becoming an invasive species with a rapidly expanding range in North America and Europe. In the US, it is a household pest and also caused unprecedented damage to agriculture crops. Exploring its climatic limits and estimating its potential geographic distribution can provide critical information for management strategies. METHODOLOGY/PRINCIPALS: We used direct climate comparisons to explore the climatic niche occupied by native and invasive populations of BMSB. Ecological niche modelings based on the native range were used to anticipate the potential distribution of BMSB worldwide. Conversely, niche models based on the introduced range were used to locate the original invasive propagates in Asia. Areas with high invasion potential were identified by two niche modeling algorithms (i.e., Maxent and GARP).",Do potential geographic distribution of brown marmorated stink bug invasion ( Halyomorpha halys )?,"Reduced dimensionality of environmental space improves native model transferability in the invade area. Projecting models from invasive population back to native distributional areas offers valuable information on the potential source regions of the invasive populations. Our models anticipated successfully the current disjunct distribution of BMSB in the US. The original propagates are hypothesized to have come from northern Japan or western Korea. High climate suitable areas at risk of invasion include latitudes between 30°-50° including northern Europe, northeastern North America, southern Australia and the North Island of New Zealand. Angola in Africa and Uruguay in South America also showed high climate suitability.",1,The potential geographic distribution of the brown marmorated stink bug (Halyomorpha halys) invasion can be estimated using ecological niche modeling based on its native range in Asia and its introduced range in North America and Europe. Areas with high invasion potential have been identified through climate comparisons and modeling algorithms such as Maxent and GARP.,0.5901999473571777
"NPHS1, which encodes nephrin, recently has been identified as the gene in which mutations cause congenital nephrotic syndrome of the Finnish type (CNF). We previously reported novel missense mutations of NPHS1 in a Japanese patient with CNF. However, the mechanism by which these missense mutations cause the disorder remains to be clarified. Wild-type nephrin and mutated nephrin complementary DNA were each tagged by the green fluorescence protein (GFP) gene; the expressing vectors of the fusion protein were each transfected to human embryonic kidney 293 cells. We compared intracellular localization of mutated nephrin with that of wild-type nephrin by using GFP and immunostaining examination. In both wild-type and mutated nephrin (Glu(447)Lys), GFP and immunostaining resulted in a colocalized microgranular pattern along the cell membrane that indicated these recombinant proteins were located at the cell surface. Conversely, in mutated nephrin (Asp(819)Val), GFP aggregation was observed in the cytoplasm, and no fluorescence was observed at the cell membrane, indicating that recombinant mutated nephrin (Asp(819)Val) could not be distributed at the cell membrane and instead was retained in cytoplasm.",Does a missense mutation in the nephrin gene impair membrane targeting?,"We confirmed that the missense mutation GAC-to-GTC transversion leading to an Asp(819)Val caused the disorder. The present study analyzes in vitro distribution of nephrin with a missense point mutation. The analysis uses a new convenient method, construction of a nephrin-GFP fusion protein.",1,"Yes, a missense mutation in the nephrin gene can impair membrane targeting, as demonstrated by the mutated nephrin (Asp(819)Val), which showed cytoplasmic aggregation and no fluorescence at the cell membrane, indicating it could not be distributed to the cell surface.",0.6720790266990662
"The development of body weight is determined by different factors, namely genetic, behavioral, parental and physiological. To investigate whether genetic, behavioral, parental and physiological factors are involved and the extent of involvement in the development of body weight at ages 12 and 13 y in a Dutch children cohort. In a Dutch cohort of 94 children at ages 12 and 13 y, we determined anthropometric measurements, body composition, leptin concentrations, TFEQ scores, physical activity, as well as 3 polymorphisms, and in the parents we determined anthropometric measurements and TFEQ scores. 11% of the children in the cohort were classified as overweight. The genotype frequency distributions of the PPARy2, GRL and CNTF genes at ages 12 and 13 y were not significantly different for the overweight children compared to the lean children. Overweight children showed higher dietary restraint and disinhibition scores. Overweight children's parents had a higher BMI, dietary restraint and disinhibition scores, compared to lean children's parents. A peak in leptin concentrations between 7 and 13 y was shown at 12 y. In lean boys, the decrease in leptin concentrations between 12 and 13 y was related to an increase in fat free mass. At the age of 12 y predominantly the physiological factors were predictors for body weight, and at the age of 13 y both the physiological and behavioral factors were predictors for body weight.","Are leptin-adiposity relationship changes , plus behavioral and parental factors , involved in the development of body weight in a Dutch children cohort?","We conclude from this longitudinal study, that leptin appeared to play an important role in the development of body weight during puberty, in addition to behavioral and parental factors.",1,"Yes, the leptin-adiposity relationship changes, along with behavioral and parental factors, are involved in the development of body weight in the Dutch children cohort. At age 12, physiological factors were primarily predictors of body weight, while at age 13, both physiological and behavioral factors played a role. Overweight children exhibited higher dietary restraint and disinhibition scores, and their parents had higher BMI and similar behavioral scores compared to lean children's parents.",0.6593174934387207
"Ischemia-induced acute renal failure (ARF) is known to be associated with significant impairment of urinary concentrating ability and down-regulation of renal aquaporins (AQPs) and sodium transporters in rats. We tested whether treatment with erythropoietin (EPO) or alpha-melanocyte-stimulating hormone (alpha-MSH) in combination with EPO reduces the renal ischemia/reperfusion (I/R) injury and prevents the down-regulation of renal AQPs and major sodium transporters. I/R-induced ARF was established in rats by 40-minute temporary bilateral obstruction of renal arteries, and rats were kept in metabolic cages for urine measurements. After 2 or 4 days following EPO and/or alpha-MSH treatment, kidneys were removed to determine the expression levels of AQPs and sodium transporters by semiquantitative immunoblotting. Rats with ARF showed significant renal insufficiency, increased urine output, and high fractional excretion of urinary sodium. Consistent with this, immunoblotting and immunocytochemistry revealed that the kidney expression of AQPs (AQP-1, -2 and -3) and sodium transporters [Na,K-ATPase, rat type 1 bumetanide-sensitive Na-K-2Cl cotransporter (BSC-1), Na/H exchanger type 3 (NHE3), and thiazide-sensitive sodium chloride cotransporter (TSC)] in ARF rats was significantly decreased compared to sham-operated control rats. In contrast, EPO treatment at the time of ischemia of rats with ARF significantly prevented the ischemia-induced down-regulation of renal AQPs and sodium transporters and in parallel improved the urinary concentrating capability and renal sodium reabsorption. Importantly, similar effects were observed following the initiation of EPO or alpha-MSH treatment 4 hours after the onset of ischemia injury. Moreover, the combination of EPO with alpha-MSH potentiated the beneficial effects of single compound treatment.",Do ePO and alpha-MSH prevent ischemia/reperfusion-induced down-regulation of AQPs and sodium transporters in rat kidney?,EPO and/or alpha-MSH treatment significantly prevent I/R-induced injuries such as urinary-concentrating defects and down-regulation of renal AQPs and sodium transporters.,1,"Yes, EPO and alpha-MSH prevent ischemia/reperfusion-induced down-regulation of aquaporins (AQPs) and sodium transporters in rat kidneys.",0.7725341320037842
"Hyaluronate carboxymethylcellulose-based bioresorbable membrane (HC membrane; Seprafilm(®)) is used to prevent postoperative adhesion. We conducted this study to assess the effectiveness of the HC membrane in reducing the severity of adhesions in patients undergoing unplanned re-laparotomy. Between February, 2002 and December, 2010, 123 patients underwent abdominal surgery followed by a re-laparotomy in Kumamoto Regional Medical Center. The HC membrane was placed under the first abdominal incision in 60 patients (HC membrane group), whereas it was not used in the other 63 patients (control group). We compared the medical and operative records of these two groups. At the second laparotomy, adhesion under the incision was severe in many of the control group patients, but was significantly reduced in the HC membrane group. Postoperative small-bowel obstruction was significantly less frequent in the HC membrane group. According to univariate analysis of the risk factors for adhesion, prolonged operation time, blood loss, and not using an HC membrane were significantly associated with severe adhesion. Multivariate analysis revealed that only not using the HC membrane was significant.",Does hyaluronate carboxymethylcellulose-based bioresorbable membrane ( Seprafilm ) reduce adhesion under the incision to make unplanned re-laparotomy safer?,"The HC membrane effectively reduces the severity of wound adhesion, making unplanned repeated laparotomy safer.",1,"Yes, the hyaluronate carboxymethylcellulose-based bioresorbable membrane (Seprafilm) significantly reduces adhesion under the incision, making unplanned re-laparotomy safer.",0.7644457221031189
