context,question,answers,topic_lda,question_class,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"Under modern constitutional conventions, the sovereign acts on the advice of his or her ministers. Since these ministers most often maintain the support of parliament and are the ones who obtain the passage of bills, it is highly improbable that they would advise the sovereign to withhold assent. An exception is sometimes stated to be if bills are not passed in good faith, though it is difficult to make an interpretation on what this circumstance might constitute. Hence, in modern practice, royal assent is always granted; a refusal to do so would be appropriate only in an emergency requiring the use of the monarch's reserve powers.",Who often maintains parliamentary support and obtains the passage of bills?,ministers,0,HUM,parliamentary support passage bills,6.0,1223.0,1225,0.0,0.0,0.0,1.2099530696868896,0.921518087387085,3.029607057571411,Local ministers,0.5
"The Duchy administers bona vacantia within the County Palatine, receiving the property of persons who die intestate and where the legal ownership cannot be ascertained. There is no separate Duke of Lancaster, the title merged into the Crown many centuries ago – but the Duchy is administered by the Queen in Right of the Duchy of Lancaster. A separate court system for the county palatine was abolished by Courts Act 1971. A particular form of The Loyal Toast, 'The Queen, Duke of Lancaster' is in regular use in the county palatine. Lancaster serves as the county town of the county palatine.",What serves as the county town of the county palatine?,Lancaster,0,HUM,serves county town palatine,6.0,837.0,839,1.0,1.0,1.0,1.230395793914795,0.9647750854492188,3.1189920902252197,Lancaster,1.0
"Upon graduating in September 1785, Bonaparte was commissioned a second lieutenant in La Fère artillery regiment.[note 4] He served in Valence and Auxonne until after the outbreak of the Revolution in 1789, and took nearly two years' leave in Corsica and Paris during this period. At this time, he was a fervent Corsican nationalist, and wrote to Corsican leader Pasquale Paoli in May 1789, ""As the nation was perishing I was born. Thirty thousand Frenchmen were vomited on to our shores, drowning the throne of liberty in waves of blood. Such was the odious sight which was the first to strike me.""",What commission did Napoleon receive upon his graduation?,second lieutenant,0,HUM,commission Napoleon graduation,3.0,1091.0,1093,1.0,1.0,1.0,1.2146730422973633,0.943749189376831,3.082758665084839,Second lieutenant,1.0
"One boarding house, College, is reserved for seventy King's Scholars, who attend Eton on scholarships provided by the original foundation and awarded by examination each year; King's Scholars pay up to 90% of full fees, depending on their means. Of the other pupils, up to a third receive some kind of bursary or scholarship. The name ""King's Scholars"" is because the school was founded by King Henry VI in 1440. The original School consisted of the seventy Scholars (together with some Commensals) and the Scholars were educated and boarded at the foundation's expense.",The College boarding house is reserved for whom?,King's Scholars,0,HUM,College boarding house reserved,4.0,1260.0,1263,1.0,0.2,0.38685280723454163,1.2397637367248535,0.8834934234619141,3.088815927505493,King's Scholars,1.0
"Madonna was born to Catholic parents Silvio Anthony ""Tony"" Ciccone (b. 1931) and Madonna Louise Fortin (c. 1933 – December 1, 1963) in Bay City, Michigan, on August 16, 1958. Her father's parents were immigrants from Pacentro, Italy, while her mother was of French-Canadian ancestry. Tony worked as an engineer designer for Chrysler and General Motors. Since Madonna had the same name as her mother, family members called her ""Little Nonni"". She has two elder brothers, Anthony (born 1956) and Martin (born 1957), and three younger siblings, Paula (born 1959), Christopher (born 1960), and Melanie (born 1962).",What was Tony's occupation?,engineer designer,0,HUM,Tony s occupation,3.0,1286.0,1288,1.0,0.2,0.38685280723454163,1.3011236190795898,0.9527173042297363,3.2081549167633057,Engineer designer,1.0
"In 1941, Reza Shah was forced to abdicate in favor of his son, Mohammad Reza Pahlavi, and established the Persian Corridor, a massive supply route that would last until the end of the ongoing war. The presence of so many foreign troops in the nation also culminated in the Soviet-backed establishment of two puppet regimes in the nation; the Azerbaijan People's Government, and the Republic of Mahabad. As the Soviet Union refused to relinquish the occupied Iranian territory, the Iran crisis of 1946 was followed, which particularly resulted in the dissolution of both puppet states, and the withdrawal of the Soviets.",What happened which ended in two puppet states dissolving and Soviet withdrawal out of Iran after WWII?,the Iran crisis of 1946,0,HUM,puppet states Soviet withdrawal Iran WWII,7.0,1107.0,1113,1.0,1.0,1.0,1.2140212059020996,0.8821227550506592,3.2507262229919434,Iran crisis of 1946,0.9
"The first record of the name Israel (as ysrỉꜣr) occurs in the Merneptah stele, erected for Egyptian Pharaoh Merneptah c. 1209 BCE, ""Israel is laid waste and his seed is not."" This ""Israel"" was a cultural and probably political entity of the central highlands, well enough established to be perceived by the Egyptians as a possible challenge to their hegemony, but an ethnic group rather than an organised state; Ancestors of the Israelites may have included Semites native to Canaan and the Sea Peoples. McNutt says, ""It is probably safe to assume that sometime during Iron Age a population began to identify itself as 'Israelite'"", differentiating itself from the Canaanites through such markers as the prohibition of intermarriage, an emphasis on family history and genealogy, and religion.",Who did the ancestors of Israelites include?,Semites,0,HUM,ancestors Israelites,3.0,1111.0,1117,0.0,0.0,0.0,1.2296772003173828,0.9923131465911865,3.1372227668762207,"Abraham, Isaac, Jacob",0.0
"Roman canon law had been criticized by the Presbyterians as early as 1572 in the Admonition to Parliament. The protest centered on the standard defense that canon law could be retained so long as it did not contradict the civil law. According to Polly Ha, the Reformed Church Government refuted this claiming that the bishops had been enforcing canon law for 1500 years.",What group took issue with the Roman canons?,the Presbyterians,0,HUM,group issue Roman canons,5.0,1085.0,1088,1.0,0.14285714285714285,0.3333333333333333,1.2099595069885254,0.8782293796539307,3.020010471343994,Presbyterians,0.8
"Serious American students of theology and divinity, particularly in New England, regarded Hebrew as a classical language, along with Greek and Latin, and essential for study of the Old Testament in the original words. The Reverend Ezra Stiles, president of the College from 1778 to 1795, brought with him his interest in the Hebrew language as a vehicle for studying ancient Biblical texts in their original language (as was common in other schools), requiring all freshmen to study Hebrew (in contrast to Harvard, where only upperclassmen were required to study the language) and is responsible for the Hebrew phrase אורים ותמים (Urim and Thummim) on the Yale seal. Stiles' greatest challenge occurred in July 1779 when hostile British forces occupied New Haven and threatened to raze the College. However, Yale graduate Edmund Fanning, Secretary to the British General in command of the occupation, interceded and the College was saved. Fanning later was granted an honorary degree LL.D., at 1803, for his efforts.",Who saved Yale from the British raid?,Edmund Fanning,0,HUM,Yale British raid,4.0,1307.0,1311,1.0,0.25,0.43067655807339306,1.2165703773498535,0.9924979209899902,3.138517379760742,Edmund Fanning,1.0
"After just 100 hours of ground combat, and with all of Kuwait and much of southern Iraq under coalition control, US President George H. W. Bush ordered a cease-fire and negotiations began resulting in an agreement for cessation of hostilities. Some US politicians were disappointed by this move, believing Bush should have pressed on to Baghdad and removed Hussein from power; there is little doubt that coalition forces could have accomplished this if they had desired. Still, the political ramifications of removing Hussein would have broadened the scope of the conflict greatly, and many coalition nations refused to participate in such an action, believing it would create a power vacuum and destabilize the region.",Who ordered the cease-fire that effectively ended hostilities?,US President George H. W. Bush,0,HUM,ordered cease - fire hostilities,6.0,1266.0,1272,1.0,0.5,0.6309297535714575,1.21156907081604,1.3480050563812256,3.697244644165039,George H. W. Bush,1.0
"There are many Hokkien speakers among overseas Chinese in Southeast Asia as well as in the United States. Many ethnic Han Chinese emigrants to the region were Hoklo from southern Fujian, and brought the language to what is now Burma (Myanmar), Indonesia (the former Dutch East Indies) and present day Malaysia and Singapore (formerly Malaya and the British Straits Settlements). Many of the Hokkien dialects of this region are highly similar to Taiwanese and Amoy. Hokkien is reportedly the native language of up to 98.5% of the Chinese Filipino in the Philippines, among which is known locally as Lan-nang or Lán-lâng-oē (""Our people’s language""). Hokkien speakers form the largest group of Chinese in Singapore, Malaysia and Indonesia.[citation needed]",Who brought the language Hokkien to Myanmar?,Han Chinese emigrants,0,HUM,Hokkien Myanmar,4.0,1361.0,1366,1.0,1.0,1.0,1.201172113418579,1.278228521347046,3.643742799758911,Hoklo emigrants,0.0
"Convinced now that the Greeks (and therefore the rest of the region) would not have peace if left alone, Rome decided to establish its first permanent foothold in the Greek world, and divided the Kingdom of Macedonia into four client republics. Yet, Macedonian agitation continued. The Fourth Macedonian War, 150 to 148 BC, was fought against a Macedonian pretender to the throne who was again destabilizing Greece by trying to re-establish the old kingdom. The Romans swiftly defeated the Macedonians at the Second battle of Pydna.",Who did Rome fight in the Fourth Macedonian War?,a Macedonian pretender to the throne,0,HUM,Rome Fourth War,3.0,1063.0,1068,1.0,0.5,0.6309297535714575,1.2193410396575928,1.0883097648620605,3.4061591625213623,Macedonian pretender,0.8
"English Freemasonry spread to France in the 1720s, first as lodges of expatriates and exiled Jacobites, and then as distinctively French lodges which still follow the ritual of the Moderns. From France and England, Freemasonry spread to most of Continental Europe during the course of the 18th century. The Grande Loge de France formed under the Grand Mastership of the Duke of Clermont, who exercised only nominal authority. His successor, the Duke of Orléans, reconstituted the central body as the Grand Orient de France in 1773. Briefly eclipsed during the French Revolution, French Freemasonry continued to grow in the next century.",Who were the first English Freemasons in France?,lodges of expatriates and exiled Jacobites,0,HUM,first English Freemasons,5.0,1356.0,1364,1.0,0.25,0.43067655807339306,1.1824936866760254,1.3245599269866943,4.939740419387817,expatriates and exiled Jacobites,0.8
"In February 1975, Margaret Thatcher was elected leader of the British Conservative Party. The Institute of Economic Affairs arranged a meeting between Hayek and Thatcher in London soon after. During Thatcher's only visit to the Conservative Research Department in the summer of 1975, a speaker had prepared a paper on why the ""middle way"" was the pragmatic path the Conservative Party should take, avoiding the extremes of left and right. Before he had finished, Thatcher ""reached into her briefcase and took out a book. It was Hayek's The Constitution of Liberty. Interrupting our pragmatist, she held the book up for all of us to see. 'This', she said sternly, 'is what we believe', and banged Hayek down on the table"".",Which of Hayek's works did Thatcher produce at the Conservative Research Department?,The Constitution of Liberty,0,HUM,Hayek works Thatcher Conservative Research Department,7.0,1068.0,1072,1.0,1.0,1.0,1.2132411003112793,1.1851952075958252,3.5902750492095947,The Constitution of Liberty,1.0
"George Gaylord Simpson's ""Principles of Classification and a Classification of Mammals"" (AMNH Bulletin v. 85, 1945) was the original source for the taxonomy listed here. Simpson laid out a systematics of mammal origins and relationships that was universally taught until the end of the 20th century. Since Simpson's classification, the paleontological record has been recalibrated, and the intervening years have seen much debate and progress concerning the theoretical underpinnings of systematization itself, partly through the new concept of cladistics. Though field work gradually made Simpson's classification outdated, it remained the closest thing to an official classification of mammals.","Who wrote the ""Principles of Classification and a Classification of Mammals?",George Gaylord Simpson,0,HUM,wrote Principles Classification Mammals,6.0,1172.0,1176,1.0,1.0,1.0,1.241140604019165,1.4844708442687988,3.883256673812866,George Gaylord Simpson,1.0
"The Nazi regime under Adolf Hitler came to power in 1933, and along with Mussolini's Italy sought to gain control of the continent by the Second World War. Following the Allied victory in the Second World War, Europe was divided by the Iron Curtain. The countries in Southeastern Europe were dominated by the Soviet Union and became communist states. The major non-communist Southern European countries joined a US-led military alliance (NATO) and formed the European Economic Community amongst themselves. The countries in the Soviet sphere of influence joined the military alliance known as the Warsaw Pact and the economic bloc called Comecon. Yugoslavia was neutal.",Who was the leader of Italy when World War II started?,Mussolini,0,HUM,leader Italy World War II started,6.0,998.0,1001,1.0,0.25,0.43067655807339306,1.1959002017974854,1.0913705825805664,3.5184197425842285,Mussolini,1.0
"Waitz was influential among the British ethnologists. In 1863 the explorer Richard Francis Burton and the speech therapist James Hunt broke away from the Ethnological Society of London to form the Anthropological Society of London, which henceforward would follow the path of the new anthropology rather than just ethnology. It was the 2nd society dedicated to general anthropology in existence. Representatives from the French Société were present, though not Broca. In his keynote address, printed in the first volume of its new publication, The Anthropological Review, Hunt stressed the work of Waitz, adopting his definitions as a standard.[n 5] Among the first associates were the young Edward Burnett Tylor, inventor of cultural anthropology, and his brother Alfred Tylor, a geologist. Previously Edward had referred to himself as an ethnologist; subsequently, an anthropologist.",Who was Waitz influential among?,British ethnologists,0,HUM,Waitz,2.0,1636.0,1639,0.0,0.0,0.0,1.2125771045684814,1.1727159023284912,15.419298648834229,Anthropologists,0.5
"In central and northern Italy and in Flanders, the rise of towns that were to a degree self-governing stimulated economic growth and created an environment for new types of trade associations. Commercial cities on the shores of the Baltic entered into agreements known as the Hanseatic League, and the Italian Maritime republics such as Venice, Genoa, and Pisa expanded their trade throughout the Mediterranean.[V] Great trading fairs were established and flourished in northern France during the period, allowing Italian and German merchants to trade with each other as well as local merchants. In the late 13th century new land and sea routes to the Far East were pioneered, famously described in The Travels of Marco Polo written by one of the traders, Marco Polo (d. 1324). Besides new trading opportunities, agricultural and technological improvements enabled an increase in crop yields, which in turn allowed the trade networks to expand. Rising trade brought new methods of dealing with money, and gold coinage was again minted in Europe, first in Italy and later in France and other countries. New forms of commercial contracts emerged, allowing risk to be shared among merchants. Accounting methods improved, partly through the use of double-entry bookkeeping; letters of credit also appeared, allowing easy transmission of money.",Who wrote The Travels of Marco Polo?,Marco Polo,0,HUM,Travels Marco Polo,4.0,1166.0,1168,1.0,1.0,1.0,1.232579231262207,1.1119587421417236,3.454885721206665,Marco Polo,1.0
"All Freemasons begin their journey in the ""craft"" by being progressively initiated, passed and raised into the three degrees of Craft, or Blue Lodge Masonry. During these three rituals, the candidate is progressively taught the meanings of the Lodge symbols, and entrusted with grips, signs and words to signify to other Masons that he has been so initiated. The initiations are part allegory and part lecture, and revolve around the construction of the Temple of Solomon, and the artistry and death of his chief architect, Hiram Abiff. The degrees are those of Entered apprentice, Fellowcraft and Master Mason. While many different versions of these rituals exist, with at least two different lodge layouts and versions of the Hiram myth, each version is recognisable to any Freemason from any jurisdiction.",The initiations are part allegory and part what?,lecture,0,HUM,initiations allegory what,5.0,1120.0,1121,1.0,1.0,1.0,1.2058582305908203,6.443427324295044,8.851327657699585,lecture,1.0
"The court noted that it ""is a matter of history that this very practice of establishing governmentally composed prayers for religious services was one of the reasons which caused many of our early colonists to leave England and seek religious freedom in America."" The lone dissenter, Justice Potter Stewart, objected to the court's embrace of the ""wall of separation"" metaphor: ""I think that the Court's task, in this as in all areas of constitutional adjudication, is not responsibly aided by the uncritical invocation of metaphors like the ""wall of separation,"" a phrase nowhere to be found in the Constitution.""",Who was the lone dissenter in the Supreme Court's ruling?,Justice Potter Stewart,0,HUM,dissenter Supreme Court ruling,6.0,1212.0,1215,1.0,0.5,0.6309297535714575,1.2909319400787354,1.118973970413208,3.872206687927246,Justice Potter Stewart,1.0
"His relationship with Palestinian leader Yasser Arafat of Fatah was strained, with Gaddafi considering him too moderate and calling for more violent action. Instead he supported militia like the Popular Front for the Liberation of Palestine, Popular Front for the Liberation of Palestine – General Command, the Democratic Front for the Liberation of Palestine, As-Sa'iqa, the Palestinian Popular Struggle Front, and the Abu Nidal Organization. He funded the Black September Organization who perpetrated the 1972 Munich massacre of Israeli athletes in West Germany, and had the killed militants' bodies flown to Libya for a hero's funeral. Gaddafi also welcomed the three surviving attackers in Tripoli following their release in exchange for the hostages of hijacked Lufthansa Flight 615 a few weeks later and allowed them to go into hiding.",What Palestinian political figure had a poor relationship with Gaddafi?,Yasser Arafat,0,HUM,Palestinian figure relationship Gaddafi,8.0,1563.0,1568,1.0,0.5,0.6309297535714575,1.392200231552124,14.397718906402588,16.72014808654785,Yasser Arafat,1.0
"The Government of Estonia (Estonian: Vabariigi Valitsus) or the executive branch is formed by the Prime Minister of Estonia, nominated by the president and approved by the parliament. The government exercises executive power pursuant to the Constitution of Estonia and the laws of the Republic of Estonia and consists of twelve ministers, including the Prime Minister. The Prime Minister also has the right to appoint other ministers and assign them a subject to deal with. These are ministers without portfolio — they don't have a ministry to control.",Who has to approve the Government of Estonia after it is nominated by the President?,parliament,0,HUM,approve Government Estonia after nominated President,6.0,939.0,941,1.0,1.0,1.0,1.2152953147888184,0.9794225692749023,3.1384294033050537,Parliament,1.0
"Though known since antiquity the commercial growing of cotton in Egypt only started in 1820's, following a Frenchman, by the name of M. Jumel, propositioning the then ruler, Mohamed Ali Pasha, that he could earn a substantial income by growing an extra-long staple Maho (Barbadence) cotton, in Lower Egypt, for the French market. Mohamed Ali Pasha accepted the proposition and granted himself the monopoly on the sale and export of cotton in Egypt; and later dictated cotton should be grown in preference to other crops. By the time of the American Civil war annual exports had reached $16 million (120,000 bales), which rose to $56 million by 1864, primarily due to the loss of the Confederate supply on the world market. Exports continued to grow even after the reintroduction of US cotton, produced now by a paid workforce, and Egyptian exports reached 1.2 million bales a year by 1903.",Who was ruler of Egypt in the 1820s?,Mohamed Ali Pasha,0,HUM,ruler Egypt 1820s,7.0,1342.0,1347,1.0,0.2,0.38685280723454163,1.2111670970916748,0.985130786895752,3.0973691940307617,Mohamed Ali Pasha,1.0
"There were also opponents to the support of any established church even at the state level. In 1773, Isaac Backus, a prominent Baptist minister in New England, wrote against a state sanctioned religion, saying: ""Now who can hear Christ declare, that his kingdom is, not of this world, and yet believe that this blending of church and state together can be pleasing to him?"" He also observed that when ""church and state are separate, the effects are happy, and they do not at all interfere with each other: but where they have been confounded together, no tongue nor pen can fully describe the mischiefs that have ensued."" Thomas Jefferson's influential Virginia Statute for Religious Freedom was enacted in 1786, five years before the Bill of Rights.",What was Issac Backus' profession?,Baptist minister,0,HUM,Issac Backus,4.0,1011.0,1012,0.0,0.0,0.0,1.2481579780578613,1.0071473121643066,3.194718837738037,Minister,0.8
"In 1884, pro-Japanese Koreans in Seoul led the Gapsin Coup. Tensions between China and Japan rose after China intervened to suppress the uprising. Japanese Prime Minister Itō Hirobumi and Li Hongzhang signed the Convention of Tientsin, an agreement to withdraw troops simultaneously, but the First Sino-Japanese War of 1895 was a military humiliation. The Treaty of Shimonoseki recognized Korean independence and ceded Taiwan and the Pescadores to Japan. The terms might have been harsher, but when Japanese citizen attacked and wounded Li Hongzhang, an international outcry shamed the Japanese into revising them. The original agreement stipulated the cession of Liaodong Peninsula to Japan, but Russia, with its own designs on the territory, along with Germany and France, in what was known as the Triple Intervention, successfully put pressure on the Japanese to abandon the peninsula.",Who signed the Convention of Tientsin?,Itō Hirobumi and Li Hongzhang,0,HUM,Convention Tientsin,4.0,1237.0,1246,0.0,0.0,0.0,1.2965378761291504,1.3025102615356445,3.542069911956787,"France, Great Britain, Russia, United States",0.0
"Evidence found in Chinese literature, and archaeological evidence, show that cartography existed in China before the Han. Some of the earliest Han maps discovered were ink-penned silk maps found amongst the Mawangdui Silk Texts in a 2nd-century-BC tomb. The general Ma Yuan created the world's first known raised-relief map from rice in the 1st century AD. This date could be revised if the tomb of Qin Shi Huang is excavated and the account in the Records of the Grand Historian concerning a model map of the empire is proven to be true.",Which individual created the very first raised relief map?,Ma Yuan,0,HUM,created first relief map,4.0,1113.0,1115,1.0,1.0,1.0,1.2152771949768066,0.9467520713806152,3.1460812091827393,Ma Yuan,1.0
"The European powers continued to pursue diplomatic avenues. The representatives of the four neutral Great Powers—the United Kingdom, France, Austria and Prussia—met in Vienna, where they drafted a note that they hoped would be acceptable to both the Russians and the Ottomans. The peace terms arrived at by the four powers at the Vienna Conference were delivered to the Russians by the Austrian Foreign Minister Count Karl von Buol on 5 December 1853. The note met with the approval of Nicholas I; however, Abdülmecid I rejected the proposal, feeling that the document's poor phrasing left it open to many different interpretations. The United Kingdom, France, and Austria united in proposing amendments to mollify the Sultan, but the court of St. Petersburg ignored their suggestions.:143 The UK and France then set aside the idea of continuing negotiations, but Austria and Prussia did not believe that the rejection of the proposed amendments justified the abandonment of the diplomatic process.",Who approved the proposal given by Count Karl von Buol ?,Nicholas I,0,HUM,approved proposal Karl Buol,5.0,1020.0,1024,0.0,0.0,0.0,1.2561266422271729,0.9727120399475098,3.2217442989349365,No information provided.,0.0
"According to an autosomal DNA study by Hodgson et al. (2014), the Afro-Asiatic languages were likely spread across Africa and the Near East by an ancestral population(s) carrying a newly identified non-African genetic component, which the researchers dub the ""Ethio-Somali"". This Ethio-Somali component is today most common among Afro-Asiatic-speaking populations in the Horn of Africa. It reaches a frequency peak among ethnic Somalis, representing the majority of their ancestry. The Ethio-Somali component is most closely related to the Maghrebi non-African genetic component, and is believed to have diverged from all other non-African ancestries at least 23,000 years ago. On this basis, the researchers suggest that the original Ethio-Somali carrying population(s) probably arrived in the pre-agricultural period from the Near East, having crossed over into northeastern Africa via the Sinai Peninsula. The population then likely split into two branches, with one group heading westward toward the Maghreb and the other moving south into the Horn.","According to Hodgson, where did the Ethio-Somalis originate?",the Near East,0,LOC,Hodgson Ethio - Somalis,9.0,913.0,915,1.0,1.0,1.0,1.194758415222168,0.9333767890930176,3.069424867630005,Near East,0.9
"After the disastrous defeat of the Prussian Army at the Battle of Jena-Auerstedt in 1806, Napoleon occupied Berlin and had the officials of the Prussian General Directory swear an oath of allegiance to him, while King Frederick William III and his consort Louise fled via Königsberg and the Curonian Spit to Memel. The French troops immediately took up pursuit but were delayed in the Battle of Eylau on 9 February 1807 by an East Prussian contingent under General Anton Wilhelm von L'Estocq. Napoleon had to stay at the Finckenstein Palace, but in May, after a siege of 75 days, his troops led by Marshal François Joseph Lefebvre were able to capture the city Danzig, which had been tenaciously defended by General Count Friedrich Adolf von Kalkreuth. On 14 June, Napoleon ended the War of the Fourth Coalition with his victory at the Battle of Friedland. Frederick William and Queen Louise met with Napoleon for peace negotiations, and on 9 July the Prussian king signed the Treaty of Tilsit.",What city did King Frederick William use to flee Prussia?,Königsberg,0,LOC,city Frederick Prussia,4.0,1312.0,1315,0.0,0.0,0.0,1.1932740211486816,0.9858956336975098,3.114248752593994,Dresden,0.0
"The Korean War was a conflict between the United States and its United Nations allies and the communist powers under influence of the Soviet Union (also a UN member nation) and the People's Republic of China (which later also gained UN membership). The principal combatants were North and South Korea. Principal allies of South Korea included the United States, Canada, Australia, the United Kingdom, although many other nations sent troops under the aegis of the United Nations. Allies of North Korea included the People's Republic of China, which supplied military forces, and the Soviet Union, which supplied combat advisors and aircraft pilots, as well as arms, for the Chinese and North Korean troops.","What country supplied advisors, pilots, and war materiel to North Korea?",the Soviet Union,0,LOC,country advisors pilots war North Korea,6.0,1289.0,1293,1.0,0.3333333333333333,0.5,1.2684569358825684,0.9522795677185059,3.1763648986816406,Soviet Union,0.9
"International reactions to Gaddafi's death were divided. U.S. President Barack Obama stated that it meant that ""the shadow of tyranny over Libya has been lifted,"" while UK Prime Minister David Cameron stated that he was ""proud"" of his country's role in overthrowing ""this brutal dictator"". Contrastingly, former Cuban President Fidel Castro commented that in defying the rebels, Gaddafi would ""enter history as one of the great figures of the Arab nations"", while Venezuelan President Hugo Chávez described him as ""a great fighter, a revolutionary and a martyr."" Nelson Mandela expressed sadness at the news, praising Gaddafi for his anti-apartheid stance, remarking that he backed the African National Congress during ""the darkest moments of our struggle"". Gaddafi was mourned by many as a hero across Sub-Saharan Africa, for instance, a vigil was held by Muslims in Sierra Leone. The Daily Times of Nigeria stated that while undeniably a dictator, Gaddafi was the most benevolent in a region that only knew dictatorship, and that he was ""a great man that looked out for his people and made them the envy of all of Africa."" The Nigerian newspaper Leadership reported that while many Libyans and Africans would mourn Gaddafi, this would be ignored by western media and that as such it would take 50 years before historians decided whether he was ""martyr or villain.""",In what country was there a notable Muslim vigil for Gaddafi?,Sierra Leone,0,LOC,country Muslim vigil Gaddafi,6.0,1715.0,1718,1.0,0.3333333333333333,0.5,1.2098915576934814,1.2343339920043945,3.4090735912323,Sierra Leone,1.0
"Carnival has been celebrated for centuries. The tradition was likely established under Venetian rule around the 16th century. It may have been influenced by Greek traditions, such as festivities for deities such as Dionysus. The celebration originally involved dressing in costumes and holding masked balls or visiting friends. In the twentieth century it became an organized event held during the 10 days preceding Lent (according to the Greek Orthodox calendar). The festival is celebrated almost exclusively in the city of Limassol.",What city almost exclusively celebrates the Carnival?,Limassol,0,LOC,city celebrates Carnival,3.0,1006.0,1009,1.0,0.5,0.6309297535714575,1.2247295379638672,1.4203572273254395,3.565722942352295,Limassol,1.0
"On 16 April 1973, Gaddafi proclaimed the start of a ""Popular Revolution"" in a Zuwarah speech. He initiated this with a 5-point plan, the first point of which dissolved all existing laws, to be replaced by revolutionary enactments. The second point proclaimed that all opponents of the revolution had to be removed, while the third initiated an administrative revolution that Gaddafi proclaimed would remove all traces of bureaucracy and the bourgeoisie. The fourth point announced that the population must form People's Committees and be armed to defend the revolution, while the fifth proclaimed the beginning of a cultural revolution to expunge Libya of ""poisonous"" foreign influences. He began to lecture on this new phase of the revolution in Libya, Egypt, and France.","Along with Libya and France, where did Gaddafi speak on the Popular Revolution?",Egypt,0,LOC,Libya France Gaddafi Popular Revolution,8.0,1297.0,1298,1.0,0.25,0.43067655807339306,1.2371838092803955,0.9584348201751709,3.137268304824829,Egypt,1.0
"Historically Whitehead's work has been most influential in the field of American progressive theology. The most important early proponent of Whitehead's thought in a theological context was Charles Hartshorne, who spent a semester at Harvard as Whitehead's teaching assistant in 1925, and is widely credited with developing Whitehead's process philosophy into a full-blown process theology. Other notable process theologians include John B. Cobb, Jr., David Ray Griffin, Marjorie Hewitt Suchocki, C. Robert Mesle, Roland Faber, and Catherine Keller.",In what field of study has Whitehead's work been most influential in the United States?,American progressive theology,0,LOC,Whitehead ' s work influential United States,8.0,1006.0,1008,1.0,1.0,1.0,1.2210965156555176,0.9858973026275635,3.1598002910614014,Theology,0.5
"Geographically, the empire was divided into several provinces, the borders of which changed numerous times during the Umayyad reign. Each province had a governor appointed by the khalifah. The governor was in charge of the religious officials, army leaders, police, and civil administrators in his province. Local expenses were paid for by taxes coming from that province, with the remainder each year being sent to the central government in Damascus. As the central power of the Umayyad rulers waned in the later years of the dynasty, some governors neglected to send the extra tax revenue to Damascus and created great personal fortunes.",Where was the government of the Umayyads based?,Damascus,0,LOC,government Umayyads based,5.0,1530.0,1532,0.0,0.0,0.0,1.225071668624878,0.9470353126525879,3.1479928493499756,Damascus,1.0
"Popes called for crusades to take place elsewhere besides the Holy Land: in Spain, southern France, and along the Baltic. The Spanish crusades became fused with the Reconquista of Spain from the Muslims. Although the Templars and Hospitallers took part in the Spanish crusades, similar Spanish military religious orders were founded, most of which had become part of the two main orders of Calatrava and Santiago by the beginning of the 12th century. Northern Europe also remained outside Christian influence until the 11th century or later, and became a crusading venue as part of the Northern Crusades of the 12th to 14th centuries. These crusades also spawned a military order, the Order of the Sword Brothers. Another order, the Teutonic Knights, although originally founded in the crusader states, focused much of its activity in the Baltic after 1225, and in 1309 moved its headquarters to Marienburg in Prussia.",Where was the Teutonic Order headquartered in 1309?,Marienburg,0,LOC,Teutonic Order 1309,7.0,1265.0,1268,1.0,0.5,0.6309297535714575,1.2252061367034912,1.056541919708252,3.21085524559021,Marienburg,1.0
"1762 brought two new countries into the war. Britain declared war against Spain on 4 January 1762; Spain reacted by issuing their own declaration of war against Britain on 18 January. Portugal followed by joining the war on Britain's side. Spain, aided by the French, launched an invasion of Portugal and succeeded in capturing Almeida. The arrival of British reinforcements stalled a further Spanish advance, and the Battle of Valencia de Alcántara saw British-Portuguese forces overrun a major Spanish supply base. The invaders were stopped on the heights in front of Abrantes (called the pass to Lisbon) where the Anglo-Portuguese were entrenched. Eventually the Anglo-Portuguese army, aided by guerrillas and practicing a scorched earth strategy, chased the greatly reduced Franco-Spanish army back to Spain, recovering almost all the lost towns, among them the Spanish headquarters in Castelo Branco full of wounded and sick that had been left behind.",Identify a new country that joined the war in 1762?,Spain,0,LOC,new country joined war 1762,7.0,1409.0,1410,1.0,1.0,1.0,1.197537899017334,0.8416972160339355,3.1278913021087646,Spain,1.0
